Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Decade,Primary_Genre,Rating_Band
Jogan,1950,116,"Drama, Musical, Romance",7.4,80,Kidar Nath Sharma,Nargis,Dilip Kumar,Pratima Devi,1950,Drama,Good (6–8)
Joggers' Park,2003,133,"Comedy, Romance",6.2,353,Anant Balani,Victor Banerjee,Perizaad Zorabian,Divya Dutta,2000,Comedy,Good (6–8)
Jogi,1978,129,Drama,,,Huda Bihari,A.K. Hangal,Aruna Irani,Sujit Kumar,1970,Drama,
Jogi Aur Jawaani,1970,129,Romance,,,Chhayadevi,Manher Desai,Sarla Dhillan,Manmohan Krishna,1970,Romance,
Jogi the King,2005,172,"Action, Drama",7.3,266,Prem,Shivarajkumar,Neenasam Ashwath,Yana Gupta,2000,Action,Good (6–8)
Jogira Sara Ra Ra,2021,129,"Comedy, Romance",,,Kushan Nandy,Nawazuddin Siddiqui,Neha Sharma,Vishal Anand,2020,Comedy,
Jogiyaa Rocks,,129,Romance,,,Mahesh Nair,Vineet Sharma,Kirti Kulhari,Rohit Bakshi,,Romance,
Johar in Bombay,1967,150,"Comedy, Drama, Fantasy",6.4,14,Shantilal Soni,I.S. Johar,Sonia Sahni,Rajendranath Malhotra,1960,Comedy,Good (6–8)
Johar in Kashmir,1966,122,"Action, Drama, Thriller",6.8,12,I.S. Johar,Mumtaz Begum,Rajan Haksar,I.S. Johar,1960,Action,Good (6–8)
Johar Mehmood in Hong Kong,1971,134,Comedy,6.8,49,S.A. Akbar,I.S. Johar,Mehmood,Sonia Sahni,1970,Comedy,Good (6–8)
Johar-E-Shamsheer,1934,129,Unknown,,,Jagatrai Pesumal Advani,Sardar Akhtar,Jani Babu,Nissar,1930,Unknown,
Johari,1951,129,Unknown,,,Niranjan,Geeta Bali,Manorama,Unknown,1950,Unknown,
Johar-Mehmood in Goa,1965,145,"Action, Adventure, Comedy",6.8,44,I.S. Johar,Mehmood,Simi Garewal,I.S. Johar,1960,Action,Good (6–8)
John Day,2013,138,"Action, Crime, Drama",5.6,831,Ahishor Solomon,Naseeruddin Shah,Randeep Hooda,Elena Kazan,2010,Action,Average (4–6)
John Jani Janardhan,1984,129,"Action, Comedy, Drama",6.4,39,Rama Rao Tatineni,Rati Agnihotri,J.N. Anand,Bihari,1980,Action,Good (6–8)
Johnny,1980,140,"Action, Crime, Drama",7.5,423,J. Mahendran,Rajinikanth,K. Balaji,Unni Mary,1980,Action,Good (6–8)
Johnny Gaddaar,2007,135,"Crime, Drama, Mystery",7.8,11795,Sriram Raghavan,Dharmendra,Rimi Sen,Ashwini Kalsekar,2000,Crime,Good (6–8)
Johnny Uska Naam,1970,129,Action,,,S J Philip,Gulshan Arora,Lakhanpal,Arvind Rathod,1970,Action,
Johnny-Walker,1957,151,"Comedy, Romance",6.0,9,Madan,Daljit Ved,Shyama,Johnny Walker,1950,Comedy,Average (4–6)
Johny I Love You,1982,171,"Action, Romance",4.9,36,Rakesh Kumar,Sanjay Dutt,Rati Agnihotri,Suresh Oberoi,1980,Action,Average (4–6)
Johny Mera Naam,1970,159,"Action, Drama, Musical",7.3,760,Vijay Anand,Dev Anand,Hema Malini,Pran,1970,Action,Good (6–8)
Johny Mera Yaar,1973,129,Action,,,Krishna Ghattamaneni,Jyothi Lakshmi,Vijayalalitha,Unknown,1970,Action,
Johny Ustad,1984,129,Action,5.4,13,J. Mahendran,Unni Mary,Rajinikanth,Sridevi,1980,Action,Average (4–6)
Johra Bai,2000,129,Action,,,Poonam Dasgupta,Mohan Joshi,Shakti Kapoor,Satnam Kaur,2000,Action,
Joker,2012,104,"Comedy, Family, Sci-Fi",2.4,5235,Shirish Kunder,Akshay Kumar,Sonakshi Sinha,Shreyas Talpade,2010,Comedy,Poor (<4)
Jolly LLB,2013,135,"Comedy, Drama",7.5,18466,Subhash Kapoor,Arshad Warsi,Amrita Rao,Boman Irani,2010,Comedy,Good (6–8)
Jolly LLB 2,2017,137,"Comedy, Drama",7.2,23030,Subhash Kapoor,Akshay Kumar,Huma Qureshi,Saurabh Shukla,2010,Comedy,Good (6–8)
Jolsobi,,87,Drama,,,Jaicheng Jai Dohutia,Dorothie Bharadwaj,Dulukanta Moran,Durlabha Moran,,Drama,
Joroo Ka Ghulam,1972,129,"Comedy, Family",6.9,91,A. Bhimsingh,Nanda,Rajesh Khanna,Sharad Kumar,1970,Comedy,Good (6–8)
Joru Ka Bhai,1955,129,"Comedy, Family",,,Chetan Anand,Vijay Anand,Rashid Khan,Kumkum,1950,Comedy,
Joru Ka Ghulam,2000,169,"Comedy, Drama, Romance",5.1,1038,Shakeel Noorani,Govinda,Twinkle Khanna,Kader Khan,2000,Comedy,Average (4–6)
Josef - Born in Grace,2019,100,Drama,9.0,12,Susant Misra,Victor Banerjee,Subrat Dutta,Sudarshan Juyal,2010,Drama,Excellent (8–10)
Josh,1981,129,Action,5.6,8,Raj N. Sippy,Anil Dhawan,Ashok Gaekwad,Helen,1980,Action,Average (4–6)
Joshe Islam,1939,129,Unknown,,,Daud Chand,Nazir,Pushpa Rani,Sunder,1930,Unknown,
Joshe Jawani,1935,129,Unknown,,,Dwarka Khosla,Mohini,Unknown,Unknown,1930,Unknown,
Josh-E-Inteqam,1935,129,Unknown,,,Jagdish Sethi,Lala Yaqoob,Unknown,Unknown,1930,Unknown,
Josh-E-Jawaani,2001,129,Romance,4.2,9,Bunty Bedi,Rakesh Bedi,Kishore Anand Bhanushali,Ramesh Goyal,2000,Romance,Average (4–6)
Joshila,1973,137,"Drama, Thriller",6.2,104,Yash Chopra,Dev Anand,Hema Malini,Pran,1970,Drama,Good (6–8)
Joshilaay,1989,107,"Action, Drama, Western",5.7,265,Sibte Hassan Rizvi,Sunny Deol,Anil Kapoor,Sridevi,1980,Action,Average (4–6)
Jothi Malar,1943,129,Drama,,,Ramanarayanan,Unknown,Unknown,Unknown,1940,Drama,
Journey Bombay to Goa: Laughter Unlimited,2007,138,"Action, Adventure, Comedy",4.6,376,Raj Pendurkar,Sunil Pal,Vijay Raaz,Raju Srivastava,2000,Action,Average (4–6)
Journey Home,1999,129,Drama,,,Kavi Raz,Amarjeet Kaur,Kavi Raz,Romie Sabharwal,1990,Drama,
Journey to Petra Global,2011,129,Animation,,,Rajiv Chilaka,Unknown,Unknown,Unknown,2010,Animation,
Journeyings and Conversations,2004,88,Documentary,7.4,13,Arvind Sinha,Unknown,Unknown,Unknown,2000,Documentary,Good (6–8)
Joy,2021,91,Drama,,,Varun Singh Rajput,Varun Singh Rajput,Ipsit Nayak,Ali Satunwala,2020,Drama,
Joy: The Real Love Story,2007,127,"Drama, Romance, Thriller",2.1,1619,Prashant Chadha,Himesh Reshammiya,Hansika Motwani,Mallika Sherawat,2000,Drama,Poor (<4)
Juaari,1994,184,"Action, Drama",3.1,34,Jagdish A. Sharma,Dharmendra,Arman Kohli,Shilpa Shirodkar,1990,Action,Poor (<4)
Juari,1968,155,Romance,6.6,21,Suraj Prakash,Shashi Kapoor,Nanda,Tanuja,1960,Romance,Good (6–8)
Judaai,1980,149,"Family, Drama",5.9,70,Rama Rao Tatineni,Ashok Kumar,Jeetendra,Rekha,1980,Family,Average (4–6)
Judge Mujrim,1997,137,"Action, Drama",3.9,66,Jagdish A. Sharma,Jeetendra,Sunil Shetty,Sujata Mehta,1990,Action,Poor (<4)
Judgement,2005,129,Thriller,,,Shakeela,Unknown,Unknown,Unknown,2000,Thriller,
Judgementall Hai Kya,2019,121,"Comedy, Drama, Mystery",5.9,5419,Prakash Kovelamudi,Kangana Ranaut,Rajkummar Rao,Amyra Dastur,2010,Comedy,Average (4–6)
Judwaa,1997,138,"Action, Comedy, Drama",6.1,5679,David Dhawan,Salman Khan,Karisma Kapoor,Rambha,1990,Action,Good (6–8)
Judwaa 2,2017,145,"Action, Comedy",3.6,9622,David Dhawan,Varun Dhawan,Jacqueline Fernandez,Taapsee Pannu,2010,Action,Poor (<4)
Jug Jugg Jeeyo,2021,129,Comedy,,,Raj Mehta,Anil Kapoor,Kiara Advani,Varun Dhawan,2020,Comedy,
Jugaad,2009,129,"Comedy, Drama",5.3,73,Kumar Anand,Manoj Bajpayee,Hrishitaa Bhatt,Vijay Raaz,2000,Comedy,Average (4–6)
Jugari,1939,129,Unknown,,,Paidi Jairaj,Unknown,Unknown,Unknown,1930,Unknown,
Jugni,2016,115,Drama,6.2,137,Shefali Bhushan,Anurita Jha,Sadhana Singh,Sugandha Garg,2010,Drama,Good (6–8)
Jugnu,1947,129,"Drama, Musical, Romance",7.5,81,Shaukat Hussain Rizvi,Dilip Kumar,Noor Jehan,Shashikala,1940,Drama,Good (6–8)
Juli Juli,2015,129,Fantasy,,,Narugopal Mandal,Pratik Biswas,Towenkal Bose,Unknown,2010,Fantasy,
Julie,2004,144,"Drama, Romance",4.0,404,Deepak S. Shivdasani,Neha Dhupia,Priyanshu Chatterjee,Yash Tonk,2000,Drama,Poor (<4)
Julie 2,2017,159,"Drama, Romance, Thriller",2.3,311,Deepak S. Shivdasani,Nishikant Kamat,Raai Laxmi,Rati Agnihotri,2010,Drama,Poor (<4)
Julie Dancer,1991,129,Romance,,,Unknown,Unknown,Unknown,Unknown,1990,Romance,
Julie Ki Jawani,2003,129,Thriller,,,Irfan,Hemant Birje,Mamta Chauhan,Bhavna,2000,Thriller,
Juliet's X-Tape,,90,Thriller,,,Aparna Bajpai,Aditya Rajput,Unknown,Unknown,,Thriller,
Julmo Sitam,1998,129,Action,,,Sai Kumar,Sanghavi,Suman,Unknown,1990,Action,
Jumbish: A Movement - The Movie,1986,129,Romance,3.9,11,Salahuddin Parvez,Padmini Kolhapure,Akbar Khan,Shafi Inamdar,1980,Romance,Poor (<4)
Junction Varanasi,2019,149,Drama,3.7,22,Dheeraj Pandit,Dev Sharma,Anjali Abrol,Dheeraj Pandit,2010,Drama,Poor (<4)
June,2021,93,Drama,9.4,18,Suhrud Godbole,Vaibhav Khisti,Nilesh Divekar,Jitendra Joshi,2020,Drama,Excellent (8–10)
Jung,2000,147,"Action, Crime, Drama",4.2,364,Sanjay Gupta,Sanjay Dutt,Jackie Shroff,Aditya Pancholi,2000,Action,Average (4–6)
Jung Aur Aman,1968,128,Unknown,5.1,8,Nanabhai Bhatt,Mumtaz,Dara Singh,Mohan Choti,1960,Unknown,Average (4–6)
Jung Baaz,1989,143,"Action, Crime",5.6,75,Mehul Kumar,Govinda,Danny Denzongpa,Prem Chopra,1980,Action,Average (4–6)
Jung Bahadur,1935,129,Unknown,,,Mohan Dayaram Bhavnani,S.B. Nayampalli,Unknown,Unknown,1930,Unknown,
Jung Ke Sholay,2003,108,Action,,,Kanti Shah,Ishrat Ali,Satnam Kaur,Sapna Sappu,2000,Action,
Jungle,2000,146,"Action, Adventure, Romance",6.1,1102,Ram Gopal Varma,Sunil Shetty,Fardeen Khan,Urmila Matondkar,2000,Action,Good (6–8)
Jungle Beauty,1991,129,"Action, Adventure",3.7,11,Dilip Gulati,Joshina,Rajeev Kumar,Puneet Issar,1990,Action,Poor (<4)
Jungle Boy,1963,129,Action,,,Indira Bansal,Shyam Kumar,Heera Sawant,Unknown,1960,Action,
Jungle Cry,,117,"Drama, Sport",,,Sagar Ballary,Ross O'Hennessy,Abhay Deol,Richard Elfyn,,Drama,
Jungle Hero,2002,129,"Action, Comedy",4.9,7,K.I. Sheikh,Amit Pachori,Kirti Shetty,Sapna Sappu,2000,Action,Average (4–6)
Jungle Ka Beta,1992,129,"Action, Fantasy",,,Sunil Kumar,Jack Gaud,Asha Irani,Dan Dhanoa,1990,Action,
Jungle Ka Jadoo,1955,129,Unknown,,,Nari Ghadiali,John Cawas,Leela Gupte,Habib,1950,Unknown,
Jungle Ka Jawahar,1953,129,Adventure,,,Homi Wadia,Fearless Nadia,John Cawas,Dalpat,1950,Adventure,
Jungle Ka Jawan,1938,129,Action,,,Chunilal Parekh,Rajkumari,Shankar Vazare,Unknown,1930,Action,
Jungle Ka Sher,2004,105,"Action, Fantasy",,,Kanti Shah,Amit Pachori,Sapna Sappu,Anil Nagrath,2000,Action,
Jungle Ke Jalwe,1989,129,Thriller,,,Unknown,Unknown,Unknown,Unknown,1980,Thriller,
Jungle Ki Beti,1988,129,Adventure,3.3,11,R. Thakur,Salma Agha,Arjun,Brando Bakshi,1980,Adventure,Poor (<4)
Jungle Ki Chandni,1992,94,Thriller,,,Anuradha,Jayamalini,Madhuri,Balan K. Nair,1990,Thriller,
Jungle Ki Duniya,1959,129,Action,,,Indira,Kailash Kumar,Unknown,Unknown,1950,Action,
Jungle Ki Hasina,1969,129,Action,,,Geethapriya,Sudharshan,M.P. Shankar,K.S. Ashwath,1960,Action,
Jungle Ki Hoor,1967,129,Action,,,Habib,Indira,Azaad Irani,Tun Tun,1960,Action,
Jungle Ki Nagin,2003,93,Horror,,,Ramesh U. Lakhiani,Amit Pachori,Reena Kapoor,Tina Joshi,2000,Horror,
Jungle Ki Pukar,1946,129,Unknown,,,Ranjibhai Arya,Shankar Vazare,Amina Khatoon,Usha,1940,Unknown,
Jungle Ki Raatein,1991,129,Thriller,,,Unknown,Unknown,Unknown,Unknown,1990,Thriller,
Jungle Ki Rani,1936,129,Adventure,2.8,15,Nandlal Jaswantlal,Unknown,Unknown,Unknown,1930,Adventure,Poor (<4)
Jungle Ki Sherni,2001,129,"Action, Adventure, Drama",5.5,12,Kanti Shah,Sapna Sappu,Amit Pachori,Vinod Tripathi,2000,Action,Average (4–6)
Jungle King,1959,129,Adventure,,,Masood,Shah Agha,Haidar Ali,Sheila Ramani,1950,Adventure,
Jungle Love,2007,129,Adventure,,,Suresh Jain,Rocky,Ashika Suryavanshi,Gulshan,2000,Adventure,
Jungle Love Story,1998,133,Romance,6.2,6,Dilip Gulati,Raza Murad,Amrit Pal,Raju Srivastava,1990,Romance,Good (6–8)
Jungle Mein Hungama,1994,129,Thriller,,,Bhanu,Jayanth,Ban Shanker,Unknown,1990,Thriller,
Jungle Mein Mastiyaan,1992,129,Thriller,,,Anuradha,Unknown,Unknown,Unknown,1990,Thriller,
Jungle Mein Oye Oye,1990,129,Thriller,,,Kr Venkatesh,Babloo,Kapil Dev,Kapil Karzan,1990,Thriller,
Jungle Mystery Of Murder,2019,129,Thriller,,,Dhansheel Kumar,Priya Bhardwaz,Vikrant Chauhan,Binny Dsouza,2010,Thriller,
Jungle Princess,1958,129,Fantasy,,,Homi Wadia,Kamran,Shanta Kumari,Baburao Pahelwan,1950,Fantasy,
Jungle Queen,1991,129,Romance,,,Gajendra Chauhan,Poonam Dasgupta,Firoz Irani,Raghu Khosla,1990,Romance,
Jungle Romance,1991,129,Romance,,,Jabir Mubin,Unknown,Unknown,Unknown,1990,Romance,
Jungle Rowdy,1986,129,Action,,,Kranthi Kumar,Nagarjuna Akkineni,Ashwini,Bob Christo,1980,Action,
Jungle Sisters,2015,80,"Documentary, Adventure",,,Chloe Ruthven,Unknown,Unknown,Unknown,2010,Documentary,
Jungle Sundari,1991,129,Romance,,,Unknown,Unknown,Unknown,Unknown,1990,Romance,
Junglee,2019,115,"Action, Adventure, Thriller",5.6,1658,Chuck Russell,Vidyut Jammwal,Lars Kjeldsen,Asha Bhat,2010,Action,Average (4–6)
Junglee Bahar,1993,81,"Adventure, Romance, Thriller",,,K.M. Sundaram,Julia,Mahi Kapoor,Rashmi,1990,Adventure,
Junglee Bulbul,1995,129,Thriller,,,Unknown,Unknown,Unknown,Unknown,1990,Thriller,
Junglee Jawaani,1989,129,Thriller,,,P Chandra Mohan,Unknown,Unknown,Unknown,1980,Thriller,
Junglee Mohabbat,2001,129,"Action, Adventure",,,Birbal,Hemant Birje,Anil Nagrath,Amit Pachori,2000,Action,
Junglee Pyaar,1990,129,Romance,,,Harish,Prem Kumar,Raghavi,Sugandhi,1990,Romance,
Junglee Raja,1963,129,Action,,,Azaad Irani,Manu Kulkarni,Babu Raje,Samson,1960,Action,
Junglee Sherni,2004,129,Action,,,Kishan Shah,Hemant Birje,Satnam Kaur,Anil Nagrath,2000,Action,
Junglee Tarzan,2001,129,Action,,,Kishan Shah,Vijay Saxena,Nisha Kamat,Joginder Shelly,2000,Action,
Junglemahal,2021,143,Horror,,,Arunava Chowdhury,Aditya Baliyan,Suraiya Parvin,Prashant Shinde,2020,Horror,
Junko,2017,78,Crime,3.1,8,Abhinav Thakur,Neelam Deysarkar,Aayush Thakur,Aarav Mavi,2010,Crime,Poor (<4)
Junoon,2002,129,Drama,4.2,12,Sanjay Khanna,Chandrachur Singh,Shilpa Shetty Kundra,Sonali Kulkarni,2000,Drama,Average (4–6)
JUNOON: Once Upon A Time In Calcutta,2017,136,Action,,,Kumaar Aadarsh,Kumaar Aadarsh,Alia Khan Dar,Naina Mondal,2010,Action,
Junooniyat,2016,155,"Drama, Romance",4.2,708,Vivek Agnihotri,Pulkit Samrat,Yami Gautam,Gulshan Devaiah,2010,Drama,Average (4–6)
Jurm,2005,150,"Crime, Drama, Mystery",5.4,482,Vikram Bhatt,Kamal Adib,Bobby Deol,Lara Dutta,2000,Crime,Average (4–6)
Jurm Aur Sazaa,1974,140,"Action, Drama, Mystery",,,Nisar Ahmad Ansari,Nanda,Vinod Mehra,Nisar Ahmad Ansari,1970,Action,
Jurmana,1996,134,Action,5.4,31,T.L.V. Prasad,Mithun Chakraborty,Rambha,Ashwini Bhave,1990,Action,Average (4–6)
Jurrat,1989,146,"Action, Crime",4.6,23,David Dhawan,Shatrughan Sinha,Kumar Gaurav,Amala Akkineni,1980,Action,Average (4–6)
Just Like That,2019,109,Drama,7.9,30,Kislay,Trimala Adhikari,Harish Khanna,Mohini Sharma,2010,Drama,Good (6–8)
Just Married: Marriage Was Only the Beginning!,2007,135,"Comedy, Drama, Romance",5.3,495,Meghna Gulzar,Fardeen Khan,Esha Deol,Neelima Azim,2000,Comedy,Average (4–6)
Justice,1973,129,"Crime, Drama",6.0,8,Adurthi Subba Rao,Waheeda Rehman,Vijay Arora,Tanuja,1970,Crime,Average (4–6)
Justice Chaudhury,1983,156,"Drama, Action, Comedy",5.6,75,K. Raghavendra Rao,Jeetendra,Hema Malini,Sridevi,1980,Drama,Average (4–6)
Justice Chowdhary,2000,129,Action,4.3,21,Manish Khandewal,Arun Bakshi,Mithun Chakraborty,Pinky Chinoy,2000,Action,Average (4–6)
Justice For Good Content,2021,129,Comedy,,,Ali Haji,Kritika Avasthi,Chirag Bajaj,Dhaval Barbhaya,2020,Comedy,
Jwaala Daaku,1981,129,Action,5.3,9,R.P. Swamy,Mahendra Sandhu,Asha Sachdev,Farida Jalal,1980,Action,Average (4–6)
Jwaala Mera Naam,2004,129,Thriller,,,Ali Khan,Anwar Khan,Amit Pachori,Aman Sagar,2000,Thriller,
Jwala,1986,129,"Action, Drama, Thriller",,,Sudesh Issar,Puneet Issar,Goga Kapoor,Kamal Kapoor,1980,Action,
Jwala Daku,2000,129,Action,,,Vicky Ranawat,Hemangini,Himanshu,Shakti Kapoor,2000,Action,
Jwalamukhi,2000,135,"Action, Drama",4.2,29,Jagdish A. Sharma,Vijay Sharma,Abdul Rehman Sheikh,Arjun,2000,Action,Average (4–6)
Jwar Bhata,1973,129,"Drama, Family",6.7,58,Adurthi Subba Rao,Saira Banu,Dharmendra,Sujit Kumar,1970,Drama,Good (6–8)
Jwlwi - The Seed,2019,90,Drama,8.0,24,Rajni Basumatary,Raj Agnihotri,Mondeep Basumatary,Rajni Basumatary,2010,Drama,Good (6–8)
Jyot Jale,1973,129,Drama,,,Satyen Bose,Abhi Bhattacharya,Tarun Bose,Mumtaz,1970,Drama,
Jyoti,1981,144,Drama,5.9,31,Pramod Chakravorty,Ajit,Birbal,Vijayendra Ghatge,1980,Drama,Average (4–6)
Jyoti Bane Jwala,1980,166,"Drama, Family, Action",5.0,38,Narayana Rao Dasari,Jeetendra,Vinod Mehra,Ashok Kumar,1980,Drama,Average (4–6)
Jyoti Devi Maa,1988,129,Drama,,,Silk Smitha,Unknown,Unknown,Unknown,1980,Drama,
Jyotishi,1990,129,Drama,,,Mehmood Khan,Unknown,Unknown,Unknown,1990,Drama,
K.C.R: Kill Create Rescue,,102,"Action, Sci-Fi",,,Vishwanath Batchu,Sagar,Unknown,Unknown,,Action,
K.G.F: Chapter 2,2021,129,"Action, Crime, Drama",,,Prashanth Neel,Yash,Sanjay Dutt,Raveena Tandon,2020,Action,
K7- The Story of Seven Immortals,,129,Adventure,,,Lloyd Baptista,Harshvardhan Rane,Unknown,Unknown,,Adventure,
Kaabil,2017,139,"Action, Crime, Drama",7.1,24942,Sanjay Gupta,Hrithik Roshan,Yami Gautam,Ronit Roy,2010,Action,Good (6–8)
Kaaboo,2002,135,Action,6.5,29,Vicky Ranawat,Rajat Bedi,Sudesh Berry,Abhay Bhargava,2000,Action,Good (6–8)
Kaadan,2021,170,"Action, Drama, Fantasy",9.1,2219,Prabu Solomon,Raghu Babu,Rana Daggubati,Abudhar Al Hassan,2020,Action,Excellent (8–10)
Kaadhal Parisu,1987,143,"Drama, Romance",6.1,97,A. Jagannathan,Kamal Haasan,Radha,Ambika,1980,Drama,Good (6–8)
Kaafila,2007,129,Action,3.3,174,Amitoj Mann,Sunny Deol,Sudesh Berry,Sana,2000,Action,Poor (<4)
Kaafir,1968,129,Drama,,,Unknown,Unknown,Unknown,Unknown,1960,Drama,
Kaafiron Ki Namaaz,2013,149,"Drama, Thriller",7.1,274,Ram Ramesh Sharma,Alok Chaturvedi,Chandra Shekhar Dutta,Joydip Mukhopadhyay,2010,Drama,Good (6–8)
Kaagaz,2021,109,"Biography, Comedy, Drama",7.6,6738,Satish Kaushik,Pankaj Tripathi,Monal Gajjar,Satish Kaushik,2020,Biography,Good (6–8)
Kaagaz Ke Fools,2015,109,Comedy,3.9,136,Anil Chaudhary,Vinay Pathak,Mugdha Godse,Raima Sen,2010,Comedy,Poor (<4)
Kaagaz Ke Phool,1959,148,Romance,8.0,2136,Guru Dutt,Waheeda Rehman,Guru Dutt,Kumari Naaz,1950,Romance,Good (6–8)
Kaagaz Ki Kashti,2017,127,Documentary,8.9,203,Brahmanand S. Singh,Ghulam Ali,Talat Aziz,Mahesh Bhatt,2010,Documentary,Excellent (8–10)
Kaagaz Ki Nao,1975,129,Drama,6.5,11,B.R. Ishara,Sarika,Reena Ghosh,Master Mithu,1970,Drama,Good (6–8)
Kaajal,1965,168,"Drama, Musical, Romance",6.2,119,Ram Maheshwari,Meena Kumari,Dharmendra,Padmini,1960,Drama,Good (6–8)
Kaaki,1992,129,Drama,,,Unknown,Unknown,Unknown,Unknown,1990,Drama,
Kaal,2005,126,"Adventure, Horror, Mystery",4.6,5039,Soham Shah,Ajay Devgn,Vivek Oberoi,John Abraham,2000,Adventure,Average (4–6)
Kaal Bhairav,1992,129,Drama,,,Raja Bundela,Unknown,Unknown,Unknown,1990,Drama,
Kaal Chakra,1988,129,"Action, Drama",5.8,13,Dilip Shankar,Ishrat Ali,Sadashiv Amrapurkar,Madan Jain,1980,Action,Average (4–6)
Kaala,2018,162,"Action, Drama",6.7,8163,Pa. Ranjith,Rajinikanth,Nana Patekar,Samuthirakani,2010,Action,Good (6–8)
Kaala Aadmi,1978,129,"Action, Thriller",6.3,11,Ramesh Lakhanpal,Sunil Dutt,Saira Banu,Pran,1970,Action,Good (6–8)
Kaala Mandir,2000,129,Horror,2.6,5,Neelima Azim,Kishore Anand Bhanushali,Birbal,Shakti Kapoor,2000,Horror,Poor (<4)
Kaala Patthar,1979,176,"Action, Drama, History",7.7,2207,Yash Chopra,Amitabh Bachchan,Shashi Kapoor,Shatrughan Sinha,1970,Action,Good (6–8)
Kaala Sach,1995,129,Thriller,,,Mahesh Kapoor,Mahesh Thakur,Mona Ambegaonkar,Zahid Ali,1990,Thriller,
Kaala Samrajya,1999,119,"Action, Crime, Romance",4.2,36,Deepak Bahry,Sunil Shetty,Monica Bedi,Amrish Puri,1990,Action,Average (4–6)
Kaala Sona,1975,137,"Action, Thriller",6.4,61,Ravikant Nagaich,Feroz Khan,Parveen Babi,Prem Chopra,1970,Action,Good (6–8)
Kaalakaandi,2018,112,"Comedy, Thriller",6.3,2612,Akshat Verma,Saif Ali Khan,Asif Basra,Neil Bhoopalam,2010,Comedy,Good (6–8)
Kaale Badal,1951,129,Drama,,,Shyam Sunder,Pratima Devi,Jeevan,Tabassum,1950,Drama,
Kaale Chitte Rang,2020,129,Drama,,,Nitesh Sinha,Swaraj Manchanda,Afreen Rahat,Dimple Soni,2020,Drama,
Kaale Gore,1960,129,Drama,,,Unknown,Unknown,Unknown,Unknown,1960,Drama,
Kaali Khuhi,2020,90,"Drama, Horror, Mystery",3.4,1032,Terrie Samundra,Shabana Azmi,Sanjeeda Sheikh,Riva Arora,2020,Drama,Poor (<4)
Kaali Ki Saugandh,2000,90,Action,5.0,7,Saabir,Anmol,Dharmendra,Johny Fever,2000,Action,Average (4–6)
Kaali Pahadi,2000,129,Horror,,,Kishan Shah,Poonam Dasgupta,Mohan Joshi,Satnam Kaur,2000,Horror,
Kaali Topi Lal Rumaal,2000,129,"Action, Crime, Drama",6.2,29,Vijay Reddy,Mithun Chakraborty,Zeenat Ibrahim,Kamal Sadanah,2000,Action,Good (6–8)
Kaalia,1997,129,Action,5.9,42,Deepti Bhatnagar,Mithun Chakraborty,Kiran Kumar,Johnny Lever,1990,Action,Average (4–6)
Kaaliyan,,129,Unknown,,,S. Mahesh,Prithviraj Sukumaran,Unknown,Unknown,,Unknown,
Kaalo,2010,79,"Action, Drama, Horror",3.3,260,Wilson Louis,Aditya Srivastav,Swini Khara,Aditya Lakhia,2010,Action,Poor (<4)
Kaam,2001,129,Thriller,,,Unknown,Unknown,Unknown,Unknown,2000,Thriller,
Kaam Aatma,2000,129,"Horror, Thriller",,,Unknown,Unknown,Unknown,Unknown,2000,Horror,
Kaam Diwani,2005,129,Thriller,,,Anil Nagrath,Unknown,Unknown,Unknown,2000,Thriller,
Kaam Granth,2001,125,Unknown,,,Thakur Tapasvi,Mohan Joshi,Sanjeevani Gupta,Manoj Dutt,2000,Unknown,
Kaam Jwala: The Fire,2004,73,Drama,2.7,9,Kanti Shah,Amit Pachori,Sapna Sappu,Junior Jagdeep,2000,Drama,Poor (<4)
Kaam Kanya,2000,129,Thriller,,,Unknown,Unknown,Unknown,Unknown,2000,Thriller,
Kaam Kriya,2003,129,Thriller,,,Suresh Jain,Aslam Khan,Tina Joshi,Raju Singh,2000,Thriller,
Kaam Krodh,2001,129,Thriller,,,Unknown,Unknown,Unknown,Unknown,2000,Thriller,
Kaam Laalsa,2005,129,Thriller,,,Unknown,Unknown,Unknown,Unknown,2000,Thriller,
Kaam Milan,2004,87,"Drama, Thriller",,,Chandni Gupta,Amit Pachori,Sapna Sappu,Ragesh Asthana,2000,Drama,
Kaam Path,2005,129,Thriller,,,Bharat Kapoor,Pramod Moutho,Raza Murad,Unknown,2000,Thriller,
Kaam Shastra,1975,136,Thriller,6.4,13,Prem Kapoor,Alka,Ramesh Aurora,Urmila Bhatt,1970,Thriller,Good (6–8)
Kaam Vaasna,1999,129,"Drama, Thriller",,,K.I. Sheikh,Shah Gayaz Khan,Mohini,Sohail Khan,1990,Drama,
Kaamaagni,1987,134,"Drama, Music",4.6,7,Ashok Kumar,Sushma Ahuja,Tina Ambani,Leena Das,1980,Drama,Average (4–6)
Kaamannana Makkalu,2008,129,"Action, Comedy, Drama",6.6,75,Chi Gurudutt,Sudeep,Rockline Venkatesh,Deepu,2000,Action,Good (6–8)
Kaamchor,1982,135,"Drama, Family",6.6,131,K. Viswanath,Rakesh Roshan,Jaya Prada,Tanuja,1980,Drama,Good (6–8)
Kaamina,1972,129,Drama,,,K. Chatterjee,Unknown,Unknown,Unknown,1970,Drama,
